,Precio,Currency,Precio_EUR,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Country,City,Number of views last 7 days
3936,600000.0,EUR,600000.0,Mega Yacht,unknown,"Used boat,Diesel",1972,30.0,5.92,unknown,Italy , Campania ,97
3937,599000.0,EUR,599000.0,Mega Yacht,unknown,"Used boat,Diesel",2000,20.12,5.6,GRP,Croatia (Hrvatska),,64
3938,599000.0,EUR,599000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2008,21.1,5.4,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL ZADAR,175
3939,599000.0,EUR,599000.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",2005,21.17,5.12,GRP,Croatia (Hrvatska),,84
3940,599000.0,EUR,599000.0,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,15.1,4.27,unknown,France ," Ajaccio, France",50
3941,599000.0,EUR,599000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2008,20.33,5.08,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL DUBROVNIK,190
3942,599000.0,EUR,599000.0,Passenger boat,unknown,"Used boat,Diesel",1961,93.0,11.6,Steel,Netherlands , Niederlande,154
3943,599000.0,EUR,599000.0,Motor Yacht,Sealine power boats,"Used boat,Diesel",2005,18.67,4.87,GRP,Spain , Mallorca ,75
3944,599000.0,EUR,599000.0,Motor Yacht,unknown,"Used boat,Diesel",2009,19.3,5.3,unknown,Spain , Mallorca ,81
3945,599000.0,EUR,599000.0,Flybridge,Elegance power boats,"Used boat,Diesel",2005,23.93,5.66,GRP,Spain , Mallorca ,154
3946,599000.0,EUR,599000.0,Motor Yacht,Integrity power boats,"Used boat,Diesel",2020,14.0,4.2,GRP,Germany , Rostock,63
3947,599000.0,EUR,599000.0,Flybridge,Prestige Yachts power boats,"new boat from stock,Diesel",2020,13.06,4.1,GRP,Germany , Bnningstedt,63
3948,599000.0,EUR,599000.0,Hardtop,Princess power boats,"Used boat,Diesel",2014,16.2,4.45,GRP,Germany , L¼becker Bucht ,157
3950,599000.0,EUR,599000.0,Motor Yacht,unknown,Used boat,2014,14.6,4.3,Aluminium,Netherlands , In verkoophaven,103
3951,599000.0,EUR,599000.0,Flybridge,Dominator power boats,"Used boat,Diesel",2006,18.55,5.08,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL NOVIGRAD,76
3952,598000.0,EUR,598000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2013,15.93,4.3,GRP,Spain , Santa Ponca ,130
3953,595000.0,EUR,595000.0,Motor Yacht,Rapsody power boats,Used boat,2008,16.65,4.85,GRP,France,,135
3954,595000.0,EUR,595000.0,Motor Yacht,unknown,Used boat,2002,19.3,5.0,Steel,Netherlands , Lemmer,225
3955,595000.0,EUR,595000.0,Motor Yacht,Riva power boats,Used boat,2007,16.12,4.64,GRP,Netherlands,,135
3956,595000.0,EUR,595000.0,Hardtop,Azimut power boats,"Used boat,Diesel",2006,19.98,5.07,unknown,Italy , Aprilia Marittima di Latisana,95
3957,595000.0,EUR,595000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2002,23.07,5.21,GRP,Spain , Mallorca ,52
3958,595000.0,EUR,595000.0,Flybridge,Fairline power boats,"Used boat,Diesel",2003,22.56,5.69,PVC,Spain , Mallorca ,75
3959,590000.0,EUR,590000.0,Flybridge,Astondoa power boats,"Used boat,Diesel",2000,21.8,5.44,PVC,Spain ," Altea, Espagne",49
3960,590000.0,EUR,590000.0,Flybridge,Ferretti power boats,"Used boat,Diesel",2008,17.0,5.0,GRP,Croatia (Hrvatska) , Dalmatia,88
3961,590000.0,EUR,590000.0,Flybridge,unknown,"Used boat,Diesel",2006,20.74,5.0,GRP,Croatia (Hrvatska),,124
3962,590000.0,EUR,590000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,22.86,5.21,GRP,France , St-Jean-Cap-Ferrat,118
3963,590000.0,EUR,590000.0,Motor Yacht,Maiora power boats,"Used boat,Diesel",2003,20.8,5.6,GRP,Croatia (Hrvatska),,22
3964,590000.0,EUR,590000.0,Flybridge,unknown,Diesel,2009,19.3,5.3,unknown,Montenegro , Adria Kroatien / Slowenien,91
3965,590000.0,EUR,590000.0,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",2001,22.01,5.69,GRP,Italy,,57
3966,590000.0,EUR,590000.0,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,13.5,4.15,PVC,Spain ," Barcelona, Espagne",57
3967,590000.0,EUR,590000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,21.95,5.22,GRP,France , La Napoule,52
3968,590000.0,EUR,590000.0,Flybridge,Astondoa power boats,Used boat,2001,22.2,5.5,GRP,Netherlands,,60
3969,590000.0,EUR,590000.0,Trawler,Grand Banks power boats,"Used boat,Diesel",2008,17.19,4.7,unknown,Italy , Liguria ,102
3970,590000.0,EUR,590000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,19.61,5.0,GRP,Croatia (Hrvatska),,91
3971,589000.0,EUR,589000.0,Flybridge,Ferretti power boats,"Used boat,Diesel",2009,18.3,5.0,GRP,Croatia (Hrvatska),,72
3972,587933.0,EUR,587933.0,Flybridge,Prestige Yachts power boats,"new boat from stock,Diesel",2020,13.06,4.1,GRP,Germany , Bnningstedt,62
3973,586000.0,EUR,586000.0,Flybridge,Baikal power boats,"new boat on order,Diesel",2021,17.8,5.14,unknown,Germany , Deutschland,192
3974,585400.0,EUR,585400.0,Flybridge,Galeon power boats,"new boat from stock,Diesel",0,14.35,4.37,GRP,Germany , AB WERFT,133
3975,585000.0,EUR,585000.0,Motor Yacht,Rhea power boats,Used boat,2012,12.95,4.8,unknown,France,,54
3976,585000.0,EUR,585000.0,Motor Yacht,Frauscher power boats,"Used boat,Unleaded",2016,13.9,3.9,GRP,Spain , Mallorca ,204
3977,585000.0,EUR,585000.0,Flybridge,unknown,Used boat,2008,16.02,4.94,GRP,Netherlands,,46
3978,585000.0,EUR,585000.0,Motor Yacht,Elling power boats,Used boat,2017,14.95,4.25,GRP,Netherlands,,179
3979,585000.0,EUR,585000.0,Flybridge,Ferretti power boats,"Used boat,Diesel",2008,16.2,4.94,GRP,Croatia (Hrvatska),,88
3980,580000.0,EUR,580000.0,Flybridge,Princess power boats,Used boat,2002,20.97,5.08,GRP,Finland , Turku (FI),96
3981,580000.0,EUR,580000.0,Flybridge,Sessa power boats,"new boat from stock,Diesel",2020,14.5,4.39,GRP,Italy , Toscana ,51
3982,580000.0,EUR,580000.0,Motor Yacht,Dominator power boats,"Used boat,Diesel",2003,20.3,5.5,GRP,Croatia (Hrvatska),,13
3983,580000.0,EUR,580000.0,Flybridge,Sanlorenzo power boats,"Used boat,Diesel",1999,24.95,6.17,GRP,Italy , Veneto ,63
3984,580000.0,EUR,580000.0,Flybridge,Sanlorenzo power boats,"Used boat,Diesel",1998,24.95,6.17,GRP,Italy,,38
3985,580000.0,EUR,580000.0,Hardtop,Pershing power boats,Used boat,2008,17.6,4.8,unknown,Italy , Campania ,118
3986,580000.0,EUR,580000.0,Motor Yacht,Overmarine power boats,"Used boat,Diesel",1997,23.9,6.0,unknown,Italy , Sardegna ,184
3987,579900.0,EUR,579900.0,Flybridge,Prestige Yachts power boats,"new boat from stock,Diesel",2020,13.06,4.1,GRP,Germany , Bayern ,115
3988,579000.0,EUR,579000.0,Hardtop,Pershing power boats,"Used boat,Diesel",2007,17.6,4.8,Hypalon,Spain , Costa Brava ,145
3989,579000.0,EUR,579000.0,Flybridge,Sessa power boats,"Used boat,Diesel",2012,16.36,4.7,GRP,Croatia (Hrvatska) , Rovinj ,74
3990,570000.0,EUR,570000.0,Motor Yacht,unknown,"Used boat,Diesel",1998,18.5,4.88,GRP,Spain , Mallorca ,78
3991,570000.0,EUR,570000.0,Motor Yacht,Mangusta power boats,"Used boat,Diesel",2003,26.59,6.17,GRP,Italy,,119
3992,570000.0,EUR,570000.0,Catamaran,Leopard power boats,"Used boat,Diesel",2017,13.0,6.72,GRP,Turkey , Istanbul,147
3993,569000.0,EUR,569000.0,Trawler,van der Heijden power boats,"Used boat,Diesel",2010,14.99,4.99,Steel,Germany , Kiel,132
3994,569000.0,EUR,569000.0,Flybridge,Prestige Yachts power boats,"new boat from stock,Diesel",2019,13.06,4.1,GRP,Germany , Berlin ,83
3995,565200.0,EUR,565200.0,Motor Yacht,Jetten power boats,Used boat,2016,15.2,4.88,unknown,France,,25
3996,565000.0,EUR,565000.0,Motor Yacht,Cayman power boats,"Used boat,Diesel",2011,19.5,5.1,GRP,Croatia (Hrvatska) , NOVIGRAD,116
3997,565000.0,EUR,565000.0,Hardtop,Sessa power boats,"new boat from stock,Diesel",2020,15.7,4.28,GRP,Italy , Toscana ,136
3998,4200000.0,DKK,546000.0,Trawler,Apreamare power boats,Used boat,2007,15.5,4.9,GRP,Spain , Barcelona,60
3999,601530.0,CHF,625591.2000000001,Motor Yacht,Windy power boats,"new boat from stock,Diesel",0,12.27,3.69,GRP,Switzerland , Bielersee ,194
4000,560000.0,EUR,560000.0,Motor Yacht,Astondoa power boats,"Display Model,Diesel",2008,20.17,5.0,GRP,Spain , Informationen BCM-Yachtsales,54
4001,560000.0,EUR,560000.0,Motor Yacht,Fairline power boats,"Used boat,Diesel",2012,15.44,4.47,GRP,Montenegro , Tivat,35
4002,560000.0,EUR,560000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2003,20.73,1.6,GRP,Italy , Bari,81
4003,560000.0,EUR,560000.0,Flybridge,Hatteras power boats,"Used boat,Diesel",2003,16.43,5.26,GRP,Italy , Sardegna ,47
4004,560000.0,EUR,560000.0,Flybridge,Sunseeker power boats,"Used boat,Diesel",2009,17.6,4.62,GRP,Croatia (Hrvatska) , Split,114
4005,560000.0,EUR,560000.0,Flybridge,Sunseeker power boats,"Used boat,Diesel",2009,17.6,4.63,GRP,Croatia (Hrvatska) , INFO DD-YACHTING,44
4007,560000.0,EUR,560000.0,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2016,14.92,4.47,PVC,France ," VILLENEUVE LOUBET, ITALIE",100
4008,559500.0,EUR,559500.0,Motor Yacht,Belliure power boats,"Used boat,Diesel",2006,18.28,4.8,GRP,Spain , Costa Blanca ,51
4009,559241.0,EUR,559241.0,Flybridge,Sealine power boats,"new boat from stock,Diesel",2020,13.55,4.2,GRP,Germany , Nordsee ,132
4010,559000.0,EUR,559000.0,Flybridge,Galeon power boats,"Used boat,Diesel",2019,13.25,4.16,GRP,Spain , Mallorca ,107
4011,559000.0,EUR,559000.0,Flybridge,Sessa power boats,"Used boat,Diesel",2017,14.3,4.39,unknown,Croatia (Hrvatska) , Mare Adriatico,54
4012,559000.0,EUR,559000.0,Flybridge,Sessa power boats,Used boat,2017,14.27,4.39,unknown,Italy,,52
4013,601530.0,CHF,625591.2000000001,Motor Yacht,Windy power boats,"new boat from stock,Unleaded",0,12.27,3.69,GRP,Switzerland , Vierwaldst¤ttersee ,342
4014,553576.0,EUR,553576.0,Flybridge,Prestige Yachts power boats,new boat from stock,2020,13.06,4.1,GRP,Netherlands,,49
4015,552000.0,EUR,552000.0,Motor Yacht,Pirelli power boats,new boat on order,2020,13.79,3.64,unknown,France,,102
4016,551545.0,EUR,551545.0,Sport Boat,Brabus power boats,"Used boat,Unleaded",2020,11.73,3.35,unknown,Germany , Traben Trarbach,142
4017,550000.0,EUR,550000.0,Motor Yacht,Ferretti power boats,"Used boat,Diesel",1998,22.33,5.68,GRP,Croatia (Hrvatska),,55
4018,550000.0,EUR,550000.0,Motor Yacht,Fairline power boats,"Used boat,Diesel",2006,18.88,4.75,GRP,Croatia (Hrvatska),,123
4019,550000.0,EUR,550000.0,Motor Yacht,unknown,Diesel,2011,13.8,3.88,unknown,Germany,,70
4020,550000.0,EUR,550000.0,Motor Yacht,Riva power boats,Diesel,2003,18.05,4.72,unknown,Spain , Adria Italien,78
4021,549500.0,EUR,549500.0,Flybridge,Azimut power boats,"Used boat,Diesel",2006,19.85,5.06,GRP,Spain , onbekend,44
4022,549000.0,EUR,549000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2006,19.25,5.06,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL TROGIR,68
4023,549000.0,EUR,549000.0,Hardtop,Galeon power boats,"Used boat,Diesel",2016,13.28,4.18,PVC,Belgium ," Nieuwpoort, Belgique",182
4024,549000.0,EUR,549000.0,"Classic,Mega Yacht",unknown,"Used boat,Diesel",1953,31.41,7.27,Wood,Croatia (Hrvatska) , Split,63
4025,549000.0,EUR,549000.0,Motor Yacht,Bugari power boats,"Used boat,Diesel",1987,24.0,5.12,unknown,Italy,,55
4026,549000.0,EUR,549000.0,Trawler,Selene power boats,"Used boat,Diesel",2011,15.03,4.78,GRP,Slovenia , Greece,125
4027,549000.0,EUR,549000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2005,21.39,5.08,GRP,France,,86
4028,549000.0,EUR,549000.0,Flybridge,unknown,"Used boat,Diesel",2006,19.21,5.2,GRP,Greece,,84
4029,499950.0,GBP,569943.0,Flybridge,Pearl power boats,"Used boat,Diesel",2013,15.01,4.42,PVC,United Kingdom ," Burton Waters, Burton Waters",74
4030,548000.0,EUR,548000.0,Flybridge,Astondoa power boats,"Used boat,Diesel",2001,22.34,5.45,GRP,Spain , Op aanvraag - Auf Anfrage - On request,55
4031,499000.0,GBP,568860.0,Flybridge,Sealine power boats,"Used boat,Diesel",2005,18.08,4.87,PVC,United Kingdom ," Ipswich, Suffolk, Ipswich, Suffolk",26
4032,545000.0,EUR,545000.0,Trawler,unknown,"Used boat,Diesel",2011,19.5,4.85,Steel,Netherlands , In verkoophaven,78
4033,545000.0,EUR,545000.0,Trawler,Verhoeven power boats,Used boat,2005,21.0,5.0,Steel,Netherlands , In verkoophaven,93
4034,545000.0,EUR,545000.0,Trawler,Linssen power boats,Used boat,2012,14.45,4.4,Steel,Netherlands , In verkoophaven,153
4035,545000.0,EUR,545000.0,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2018,13.82,4.06,GRP,France,,179
4036,544404.0,EUR,544404.0,Motor Yacht,Cranchi power boats,"new boat from stock,Diesel",2020,11.85,3.53,unknown,France,,106
4037,540242.0,EUR,540242.0,Hardtop,Sasga Yachts power boats,new boat from stock,2020,13.2,4.0,unknown,Spain ," Mah³n, Espagne",113
4038,540000.0,EUR,540000.0,Flybridge,Princess power boats,Used boat,2007,17.68,4.83,unknown,Croatia (Hrvatska) , Croatia,56
4039,540000.0,EUR,540000.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",2013,14.98,4.8,GRP,Montenegro , Tivat,102
4040,540000.0,EUR,540000.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",2013,14.98,4.8,GRP,Montenegro,,105
4041,540000.0,EUR,540000.0,Flybridge,Sanlorenzo power boats,"Used boat,Diesel",2000,22.0,5.67,GRP,Italy , Toscana ,41
4042,540000.0,EUR,540000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,19.05,4.97,GRP,France , Beaulieu sur Mer,149
4043,539000.0,EUR,539000.0,Hardtop,Pershing power boats,"Used boat,Diesel",2008,15.83,4.31,GRP,Spain , Costa Blanca ,129
4044,539000.0,EUR,539000.0,Trawler,Valk power boats,Used boat,2006,17.3,4.85,Steel,Netherlands , onbekend,83
4045,539000.0,EUR,539000.0,Flybridge,BÃ©nÃ©teau power boats,Used boat,2014,15.2,4.32,PVC,Netherlands ," In verkoophaven, In verkoophaven",104
4046,539000.0,EUR,539000.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",2007,19.06,4.9,GRP,Croatia (Hrvatska) , Sibenik,65
4047,539000.0,EUR,539000.0,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,14.78,4.2,PVC,France ," Six-Fours-les-Plages, France",21
4048,3999000.0,DKK,519870.0,Trawler,Integrity power boats,Used boat,2016,14.4,4.35,GRP,Netherlands , Holland,66
4049,490000.0,GBP,558600.0,"Classic,Motor Yacht",unknown,"Used boat,Diesel",1968,23.0,6.47,Wood,Turkey , Marmaris,43
4050,536117.0,EUR,536117.0,Sport Boat,Brabus power boats,"Used boat,Unleaded",2020,11.73,3.35,unknown,Germany , Traben Trarbach,206
4051,525000.0,EUR,525000.0,Hardtop,Mochi Craft power boats,"Used boat,Diesel",2008,16.46,4.9,GRP,Italy , Campania ,106
4052,525000.0,EUR,525000.0,Motor Yacht,Fairline power boats,"Used boat,Diesel",2014,14.99,4.32,GRP,Italy , Adria,188
4053,525000.0,EUR,525000.0,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2017,13.8,4.37,GRP,Germany , Nordrhein-Westfalen ,147
4054,525000.0,EUR,525000.0,Flybridge,Princess power boats,"Used boat,Diesel",2008,16.57,4.57,unknown,Italy , Aprilia Marittima di Latisana (UD),50
4055,525000.0,EUR,525000.0,Motor Yacht,Monachus power boats,"Used boat,Diesel",2020,13.85,4.2,GRP,Croatia (Hrvatska) , Split,180
4056,524400.0,EUR,524400.0,Motor Yacht,Fiart Mare power boats,"new boat on order,Diesel",2020,13.7,3.99,PVC,France,,110
4057,475000.0,GBP,541500.0,Flybridge,Sunseeker power boats,"Used boat,Diesel",2008,19.63,5.03,GRP,Croatia (Hrvatska) , Lav,45
4058,520000.0,EUR,520000.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",2002,22.54,5.51,GRP,Malta , INFO BOOTE RIEDL,129
4059,520000.0,EUR,520000.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",2016,13.86,4.25,GRP,Croatia (Hrvatska) , Split,150
4060,520000.0,EUR,520000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2013,15.2,4.5,PVC,Sweden , Su¨de,61
4061,519900.0,EUR,519900.0,Motor Yacht,Fairline power boats,"Used boat,Diesel",2013,15.55,4.47,GRP,United Kingdom , Gb S¼d,53
4062,519000.0,EUR,519000.0,Sport Boat,Riva power boats,"Used boat,Diesel",2004,16.12,4.57,GRP,Switzerland , IBIZA ,413
4063,517000.0,EUR,517000.0,Hardtop,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2019,14.78,4.2,PVC,France ," LA GRANDE MOTTE, LA GRANDE MOTTE",33
4064,515000.0,EUR,515000.0,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2019,14.78,4.15,PVC,France ," saint cyprien, saint cyprien",61
4065,515000.0,EUR,515000.0,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2019,14.78,4.15,PVC,France ," saint cyprien, saint cyprien",54
4066,514990.0,EUR,514990.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2010,16.2,4.45,GRP,Adria,,75
4067,510000.0,EUR,510000.0,Motor Yacht,Fairline power boats,"Used boat,Diesel",2008,19.6,4.76,unknown,Italy , Tirreno,86
4068,505566.0,EUR,505566.0,Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",0,13.43,4.25,Steel,France ," PORNICHET, France",51
4069,505000.0,EUR,505000.0,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,14.78,4.15,unknown,France,,86
4070,500000.0,EUR,500000.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",2007,19.06,4.9,GRP,Croatia (Hrvatska),,144
4071,500000.0,EUR,500000.0,Flybridge,Sunseeker power boats,"Used boat,Diesel",2008,16.0,4.61,GRP,Croatia (Hrvatska) , Dalmatia (HR),147
4072,500000.0,EUR,500000.0,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",1999,22.0,5.6,GRP,Italy,,43
4073,500000.0,EUR,500000.0,Flybridge,Aicon power boats,Used boat,2007,20.5,5.31,unknown,Italy , Italy,54
4074,500000.0,EUR,500000.0,Flybridge,Bertram power boats,"Used boat,Diesel",2005,18.29,5.11,PVC,Martinique , Le Marin,67
4075,500000.0,EUR,500000.0,Flybridge,Alalunga power boats,"Used boat,Diesel",2002,21.9,5.45,unknown,Italy , Lazio ,143
4076,500000.0,EUR,500000.0,Flybridge,Azzurro power boats,"Used boat,Diesel",2006,20.6,5.18,unknown,Italy , Toscana ,50
4077,500000.0,EUR,500000.0,Motor Yacht,unknown,Used boat,2019,15.0,5.0,Steel,Netherlands , In verkoophaven,21
4078,500000.0,EUR,500000.0,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2019,13.9,4.29,unknown,Spain , Mallorca ,113
4079,499999.0,EUR,499999.0,"Flybridge,Motor Yacht",BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,16.0,4.9,GRP,Italy , Friuli Venezia Giulia ,171
4080,499000.0,EUR,499000.0,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2015,15.2,4.47,PVC,France ," Mandelieu la Napoule, Mandelieu la Napoule",51
4081,499000.0,EUR,499000.0,Flybridge,Galeon power boats,"new boat from stock,Diesel",2020,12.5,3.94,GRP,Spain , Mallorca ,159
4082,499000.0,EUR,499000.0,Mega Yacht,LÃ¼rssen Yachts power boats,"Used boat,Diesel",1965,33.0,6.0,unknown,Greece,,311
4083,499000.0,EUR,499000.0,Flybridge,Galeon power boats,"Used boat,Diesel",2017,13.25,4.16,GRP,Germany , N¤he Rostock,168
4084,498000.0,EUR,498000.0,Offshore Boat,Cigarette power boats,"Used boat,Unleaded",2007,15.37,2.38,Carbon Fiber,United Kingdom , London,271
4085,498000.0,EUR,498000.0,Flybridge,Fipa Italiana power boats,"Used boat,Diesel",2000,20.8,5.6,GRP,Croatia (Hrvatska) , INFO DD-YACHTING,43
4086,498000.0,EUR,498000.0,Trawler,Smelne power boats,Used boat,2011,15.5,4.55,Steel,Netherlands ," Niet in verkoophaven, bezichtiging op afspraak",39
4087,498000.0,EUR,498000.0,Flybridge,Princess power boats,"Used boat,Diesel",2009,15.32,4.57,GRP,Germany , Ostsee ,126
4088,495737.0,EUR,495737.0,Motor Yacht,Cranchi power boats,Used boat,2018,13.82,4.06,GRP,Netherlands,,154
4089,495000.0,EUR,495000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2013,13.46,4.31,GRP,Italy , Liguria ,57
4090,495000.0,EUR,495000.0,Motor Yacht,unknown,"Used boat,Diesel",2005,20.0,4.6,Wood,Spain , Mallorca ,52
4091,495000.0,EUR,495000.0,Trawler,BÃ©nÃ©teau power boats,Used boat,2009,17.0,4.9,unknown,France , Mandelieu Mandelieu,68
4092,495000.0,EUR,495000.0,Flybridge,unknown,"Used boat,Diesel",1991,22.65,5.5,Steel,Netherlands ," Omgeving Parijs, Frankrijk",42
4093,495000.0,EUR,495000.0,Trawler,unknown,"Used boat,Diesel",1991,17.6,5.0,Steel,Netherlands , Dronrijp,65
4094,495000.0,EUR,495000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2008,16.58,4.92,GRP,Spain , Mallorca ,123
4095,495000.0,EUR,495000.0,Motor Yacht,Pantera power boats,"Used boat,Diesel",2007,23.85,5.65,GRP,Spain , Costa Blanca ,222
4096,495000.0,EUR,495000.0,Flybridge,unknown,Used boat,2007,19.5,5.25,Steel,Netherlands , Tholen (NL),70
4097,495000.0,EUR,495000.0,Trawler,Zijlmans power boats,Used boat,2008,17.0,4.9,Steel,Netherlands , In verkoophaven,140
4098,495000.0,EUR,495000.0,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2015,14.99,4.65,PVC,France ," SAINT GILLES CROIX DE VIE, SAINT GILLES CROIX DE V",80
4099,495000.0,EUR,495000.0,Motor Yacht,unknown,"Used boat,Diesel",1967,24.0,5.08,GRP,Turkey , Marmaris,67
4100,495000.0,EUR,495000.0,Motor Yacht,Fipa Italiana power boats,"Used boat,Diesel",2000,21.0,5.0,GRP,Croatia (Hrvatska) , Kvarner,37
4101,495000.0,EUR,495000.0,Flybridge,Nimbus power boats,"Used boat,Diesel",2018,13.2,3.95,GRP,Croatia (Hrvatska) , Split,114
4102,495000.0,EUR,495000.0,Flybridge,Sunseeker power boats,"Used boat,Diesel",2010,17.6,4.63,GRP,Spain , Mallorca ,178
4103,495000.0,EUR,495000.0,Motor Yacht,Aquanaut power boats,"Used boat,Diesel",2016,15.0,3.78,Steel,Belgium , Zuid Nederlnd ,199
4104,495000.0,EUR,495000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2008,19.22,5.05,GRP,France,,152
4105,494000.0,EUR,494000.0,Motor Yacht,BÃ©nÃ©teau power boats,"Display Model,Diesel",2019,13.43,4.2,GRP,Germany , Baden-W¼rttemberg ,81
4106,3670000.0,DKK,477100.0,Catamaran,unknown,Used boat,2009,18.6,7.7,unknown,France , Frankrig,100
4107,490000.0,EUR,490000.0,Motor Yacht,Galeon power boats,"Used boat,Diesel",2016,13.46,3.9,GRP,Germany , Baden-W¼rttemberg ,193
4108,490000.0,EUR,490000.0,Mega Yacht,Azimut power boats,"Used boat,Diesel",1992,29.57,6.03,GRP,Spain , Costa Brava ,420
4109,490000.0,EUR,490000.0,Catamaran,HervÃ© power boats,Used boat,2009,18.6,7.7,unknown,France , Port Napolon ,257
4110,489000.0,EUR,489000.0,Flybridge,Ferretti power boats,"Used boat,Diesel",2008,16.02,4.94,GRP,Greece , auf Anfrage / on request / Griechenland / Greece,221
4111,489000.0,EUR,489000.0,Trawler,Integrity power boats,"Used boat,Diesel",2020,13.8,4.3,GRP,Germany , Rostock,40
4112,489000.0,EUR,489000.0,Sport Boat,Tecnorib power boats,"Display Model,Diesel",2020,13.1,4.1,unknown,Switzerland , Lake Constance ,264
4113,3637500.0,DKK,472875.0,Motor Yacht,Navalia power boats,"new boat from stock,Diesel",2003,19.81,5.1,GRP,Denmark , Frankrig,60
